RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Age_Group,Satisfaction_Group
2237,15712849,Tung,632,Germany,Male,41,3,126551.0,1,No,No,177644.52,1,Complained,3,PLATINUM,324,Middle_Age,Neutral
2238,15639077,Marchesi,622,France,Female,30,2,158585.0,3,Yes,No,142342.55,1,Complained,2,DIAMOND,981,Early_Adult,Dissatisfied
2239,15808784,Hess,835,France,Male,28,2,163570.0,2,Yes,Yes,154559.28,0,Not Complained,5,PLATINUM,560,Early_Adult,Very Satisfied
2240,15648577,Pickering,493,France,Female,31,3,76486.0,1,Yes,Yes,176570.28,1,Complained,4,SILVER,808,Early_Adult,Satisfied
2241,15670345,Mazzi,785,Germany,Female,33,6,127211.0,1,No,No,191961.83,0,Not Complained,3,SILVER,457,Early_Adult,Neutral
2242,15633112,Madukaego,681,Germany,Male,42,3,118200.0,2,Yes,No,9452.88,1,Complained,2,PLATINUM,219,Middle_Age,Dissatisfied
2243,15714397,Trentino,621,Germany,Female,30,2,101014.0,2,Yes,Yes,165257.31,0,Not Complained,3,SILVER,730,Early_Adult,Neutral
2244,15780038,Paterson,756,Spain,Male,38,6,119209.0,1,Yes,No,169763.89,1,Complained,1,DIAMOND,257,Middle_Age,Very Dissatisfied
2245,15756305,Marchesi,515,France,Female,66,6,76486.0,2,Yes,Yes,160663.11,0,Not Complained,2,PLATINUM,282,Elder,Dissatisfied
2246,15578799,Anayolisa,625,France,Female,58,10,53773.0,1,Yes,Yes,192072.1,1,Complained,5,SILVER,428,Senior,Very Satisfied
2247,15800326,Poole,717,Spain,Female,39,6,76486.0,2,Yes,No,93275.61,0,Not Complained,3,DIAMOND,988,Middle_Age,Neutral
2248,15785485,Zhou,595,Germany,Female,41,2,138879.0,1,No,Yes,112269.67,0,Not Complained,5,SILVER,530,Middle_Age,Very Satisfied
2249,15783958,Bates,539,Spain,Female,37,1,130923.0,2,No,No,2186.83,0,Not Complained,1,PLATINUM,319,Middle_Age,Very Dissatisfied
2250,15727546,Olejuru,762,France,Male,35,9,76486.0,2,Yes,Yes,43075.7,0,Not Complained,1,DIAMOND,749,Early_Adult,Very Dissatisfied
2251,15739576,Bustard,706,Spain,Male,20,8,76486.0,2,Yes,Yes,12368.11,0,Not Complained,4,PLATINUM,354,Young,Satisfied
2252,15631333,Wade,677,Spain,Female,25,8,130866.0,1,Yes,No,42410.21,0,Not Complained,5,DIAMOND,236,Young,Very Satisfied
2253,15604782,Tan,733,Germany,Female,33,7,187258.0,1,No,Yes,190430.81,0,Not Complained,2,DIAMOND,356,Early_Adult,Dissatisfied
2254,15589643,Ngozichukwuka,684,Spain,Female,41,7,76486.0,1,Yes,Yes,138394.37,0,Not Complained,2,SILVER,795,Middle_Age,Dissatisfied
2255,15585533,Calabrese,679,France,Male,36,6,147734.0,1,No,Yes,172501.38,0,Not Complained,5,PLATINUM,982,Middle_Age,Very Satisfied
2256,15681506,Lane,478,Spain,Male,43,1,76486.0,2,Yes,Yes,197916.43,0,Not Complained,5,DIAMOND,303,Middle_Age,Very Satisfied
2257,15630551,Forbes,696,France,Male,33,2,163139.0,1,Yes,Yes,7035.36,0,Not Complained,1,DIAMOND,514,Early_Adult,Very Dissatisfied
2258,15698349,Davy,686,Spain,Female,35,4,76486.0,2,Yes,Yes,159676.55,0,Not Complained,2,GOLD,624,Early_Adult,Dissatisfied
2259,15776631,Ma,466,France,Female,36,5,119540.0,1,No,Yes,80603.99,0,Not Complained,1,PLATINUM,513,Middle_Age,Very Dissatisfied
2260,15762216,Barrera,686,France,Female,41,4,129554.0,2,Yes,No,187599.8,0,Not Complained,4,DIAMOND,223,Middle_Age,Satisfied
2261,15623927,Alexander,576,France,Male,55,9,76486.0,2,Yes,Yes,94450.97,0,Not Complained,5,DIAMOND,610,Senior,Very Satisfied
2262,15681402,Ngozichukwuka,763,Germany,Female,61,1,66102.0,1,Yes,Yes,143981.27,0,Not Complained,2,PLATINUM,366,Elder,Dissatisfied
2263,15586264,Murray,572,France,Male,43,2,140432.0,1,Yes,No,26450.57,1,Complained,4,DIAMOND,474,Middle_Age,Satisfied
2264,15594685,Hall,757,France,Female,49,2,76486.0,2,No,No,164482.92,0,Not Complained,1,PLATINUM,265,Senior,Very Dissatisfied
2265,15812945,Padovesi,582,France,Female,29,0,76486.0,1,Yes,Yes,84012.81,0,Not Complained,2,DIAMOND,572,Early_Adult,Dissatisfied
2266,15734628,Lysaght,623,France,Female,35,5,76486.0,2,Yes,No,101192.08,0,Not Complained,2,DIAMOND,311,Early_Adult,Dissatisfied
2267,15629323,Kelechi,617,Germany,Female,37,4,116471.0,2,Yes,No,175324.74,1,Complained,3,SILVER,984,Middle_Age,Neutral
2268,15666823,Nebechi,425,France,Male,39,4,76486.0,2,Yes,No,197226.32,0,Not Complained,2,SILVER,261,Middle_Age,Dissatisfied
2269,15777553,Hanson,659,France,Female,56,9,123785.0,1,Yes,No,99504.03,1,Complained,4,GOLD,928,Senior,Satisfied
2270,15613097,Kao,605,France,Female,33,4,76486.0,2,No,Yes,83700.66,0,Not Complained,3,DIAMOND,550,Early_Adult,Neutral
2271,15622217,Tu,538,France,Female,38,8,88759.0,2,No,No,28226.15,1,Complained,1,DIAMOND,911,Middle_Age,Very Dissatisfied
2272,15703588,Palerma,665,Germany,Male,25,5,153612.0,2,Yes,No,35321.65,0,Not Complained,1,SILVER,862,Young,Very Dissatisfied
2273,15570835,Fallaci,491,Germany,Female,57,4,112045.0,1,Yes,Yes,41229.73,1,Complained,2,DIAMOND,562,Senior,Dissatisfied
2274,15679299,Shen,726,Spain,Female,27,7,123826.0,1,No,Yes,78970.58,0,Not Complained,2,GOLD,535,Early_Adult,Dissatisfied
2275,15808044,Ts'ui,580,France,Female,65,9,106804.0,3,Yes,No,107890.69,1,Complained,3,GOLD,950,Elder,Neutral
2276,15579208,Chikezie,550,France,Female,48,6,76486.0,2,Yes,Yes,191870.28,0,Not Complained,2,PLATINUM,730,Senior,Dissatisfied
2277,15684951,He,542,France,Female,59,2,68893.0,2,Yes,No,7905.06,1,Complained,5,DIAMOND,442,Senior,Very Satisfied
2278,15667620,Dreyer,732,France,Female,43,6,76486.0,2,Yes,No,65731.53,0,Not Complained,3,PLATINUM,767,Middle_Age,Neutral
2279,15582960,Short,473,France,Female,33,5,125827.0,1,No,Yes,145698.73,0,Not Complained,5,PLATINUM,299,Early_Adult,Very Satisfied
2280,15590730,Hunt,745,Spain,Male,34,9,76486.0,2,Yes,No,50046.25,0,Not Complained,3,SILVER,848,Early_Adult,Neutral
2281,15763747,Ricci,732,France,Male,36,7,76486.0,2,Yes,Yes,60830.24,0,Not Complained,1,GOLD,875,Middle_Age,Very Dissatisfied
2282,15778320,Teng,848,Germany,Female,40,5,148496.0,1,No,No,158853.98,0,Not Complained,3,SILVER,616,Middle_Age,Neutral
2283,15642787,Ijendu,572,France,Male,37,1,133044.0,1,No,No,111243.09,0,Not Complained,4,GOLD,444,Middle_Age,Satisfied
2284,15624633,Kibby,702,France,Male,45,9,74990.0,1,Yes,Yes,171014.69,0,Not Complained,3,SILVER,811,Middle_Age,Neutral
2285,15766765,Obiuto,664,Germany,Male,39,7,60263.0,1,Yes,No,170835.32,0,Not Complained,5,SILVER,466,Middle_Age,Very Satisfied
2286,15783615,Ramos,630,Germany,Male,50,3,129371.0,4,Yes,Yes,47775.34,1,Complained,1,GOLD,712,Senior,Very Dissatisfied
2287,15640161,Calabrese,618,Germany,Male,44,5,157956.0,2,No,No,139297.71,0,Not Complained,5,GOLD,668,Middle_Age,Very Satisfied
2288,15619889,Vasin,556,France,Male,26,4,76486.0,1,Yes,No,195167.38,0,Not Complained,4,SILVER,727,Early_Adult,Satisfied
2289,15579166,Munro,619,France,Female,30,7,70729.0,1,Yes,Yes,160948.87,0,Not Complained,1,DIAMOND,962,Early_Adult,Very Dissatisfied
2290,15789097,Keeley,644,France,Male,48,8,76486.0,2,No,Yes,44965.54,1,Complained,4,DIAMOND,930,Senior,Satisfied
2291,15674880,Archer,658,Spain,Male,50,2,76486.0,2,Yes,No,52137.73,0,Not Complained,1,GOLD,893,Senior,Very Dissatisfied
2292,15778157,Murray,598,Spain,Male,27,8,90722.0,2,Yes,No,109296.18,0,Not Complained,1,GOLD,698,Early_Adult,Very Dissatisfied
2293,15779064,Chidiegwu,677,France,Male,27,2,76486.0,2,Yes,Yes,20092.89,0,Not Complained,3,PLATINUM,737,Early_Adult,Neutral
2294,15801265,Tang,689,Spain,Female,45,0,57784.0,1,Yes,No,197804.0,1,Complained,3,SILVER,709,Middle_Age,Neutral
2295,15589204,Farrar,591,France,Male,33,9,131766.0,1,Yes,No,118782.06,0,Not Complained,5,GOLD,597,Early_Adult,Very Satisfied
2296,15664543,Shaw,699,France,Male,40,7,76486.0,1,No,Yes,152876.13,1,Complained,3,DIAMOND,497,Middle_Age,Neutral
2297,15582714,Napolitani,749,Germany,Male,47,9,110023.0,1,No,Yes,135655.29,1,Complained,3,GOLD,634,Senior,Neutral
2298,15797595,Greenhalgh,709,France,Female,40,9,131570.0,1,Yes,Yes,103970.58,0,Not Complained,1,DIAMOND,295,Middle_Age,Very Dissatisfied
2299,15614034,Martin,607,Germany,Male,61,2,164524.0,2,Yes,Yes,35786.76,0,Not Complained,1,DIAMOND,702,Elder,Very Dissatisfied
2300,15763171,Hu,650,Germany,Female,25,2,114331.0,1,Yes,Yes,25325.07,0,Not Complained,1,DIAMOND,876,Young,Very Dissatisfied
2301,15647266,Y?an,651,Spain,Female,45,10,135923.0,1,Yes,No,18732.84,0,Not Complained,3,GOLD,500,Middle_Age,Neutral
2302,15757577,Odili,676,France,Female,61,8,76486.0,2,Yes,Yes,118522.73,0,Not Complained,5,DIAMOND,762,Elder,Very Satisfied
2303,15736656,H?,723,France,Female,49,4,76486.0,2,No,Yes,89972.25,0,Not Complained,1,PLATINUM,886,Senior,Very Dissatisfied
2304,15635078,Chiemela,714,Spain,Male,45,0,124693.0,1,No,Yes,187194.15,0,Not Complained,2,PLATINUM,952,Middle_Age,Dissatisfied
2305,15680141,Yuan,759,Spain,Female,35,7,147936.0,1,Yes,Yes,106785.7,0,Not Complained,4,SILVER,312,Early_Adult,Satisfied
2306,15576945,Clements,582,France,Male,29,0,76486.0,1,Yes,No,142516.35,0,Not Complained,2,GOLD,352,Early_Adult,Dissatisfied
2307,15602034,Kolesnikov,697,France,Female,34,2,126559.0,1,Yes,No,73334.43,0,Not Complained,5,PLATINUM,809,Early_Adult,Very Satisfied
2308,15732020,Rutherford,610,Germany,Male,57,6,106938.0,2,No,Yes,186612.47,0,Not Complained,4,DIAMOND,913,Senior,Satisfied
2309,15611029,Hsiung,488,Germany,Female,33,4,140002.0,1,Yes,No,123613.81,0,Not Complained,1,GOLD,935,Early_Adult,Very Dissatisfied
2310,15621210,Angelo,599,Germany,Male,46,9,123445.0,1,Yes,Yes,31368.08,1,Complained,3,DIAMOND,726,Senior,Neutral
2311,15569222,Mendes,781,France,Male,32,6,147108.0,1,Yes,Yes,40066.95,0,Not Complained,1,PLATINUM,740,Early_Adult,Very Dissatisfied
2312,15664639,McGregor,645,France,Male,19,9,128515.0,1,No,No,175969.19,0,Not Complained,5,GOLD,796,Young,Very Satisfied
2313,15724223,Bronner,545,France,Female,55,5,76486.0,1,No,No,10034.77,1,Complained,5,DIAMOND,524,Senior,Very Satisfied
2314,15644621,Mironova,597,Germany,Female,40,9,106756.0,2,Yes,No,151167.94,0,Not Complained,3,PLATINUM,701,Middle_Age,Neutral
2315,15756056,Ku,561,Spain,Female,28,3,76486.0,2,Yes,No,191387.76,0,Not Complained,1,DIAMOND,276,Early_Adult,Very Dissatisfied
2316,15700353,Evans,662,France,Female,37,6,76486.0,2,Yes,No,51229.17,0,Not Complained,5,PLATINUM,526,Middle_Age,Very Satisfied
2317,15624388,Henderson,649,Germany,Female,50,5,155393.0,1,Yes,Yes,87351.42,1,Complained,5,DIAMOND,312,Senior,Very Satisfied
2318,15627212,Smith,630,France,Female,36,2,110414.0,1,Yes,Yes,48984.95,0,Not Complained,3,SILVER,882,Middle_Age,Neutral
2319,15648005,Russell,672,Spain,Male,33,2,76486.0,2,Yes,Yes,182738.0,0,Not Complained,4,SILVER,609,Early_Adult,Satisfied
2320,15681446,Sun,636,Germany,Female,37,9,157099.0,1,Yes,Yes,153535.27,0,Not Complained,3,SILVER,638,Middle_Age,Neutral
2321,15775888,McDonald,593,Germany,Female,38,5,85627.0,1,Yes,Yes,125079.65,0,Not Complained,2,GOLD,891,Middle_Age,Dissatisfied
2322,15749019,Wong,545,Germany,Male,45,6,93796.0,2,Yes,Yes,162321.26,0,Not Complained,3,GOLD,577,Middle_Age,Neutral
2323,15709928,Niu,567,Spain,Female,41,1,76486.0,2,Yes,No,3414.72,0,Not Complained,5,SILVER,684,Middle_Age,Very Satisfied
2324,15784676,Fanucci,583,France,Male,51,6,125268.0,2,Yes,No,165082.25,0,Not Complained,4,PLATINUM,837,Senior,Satisfied
2325,15748116,Zetticci,681,France,Female,29,2,148144.0,1,Yes,Yes,52021.39,0,Not Complained,5,SILVER,394,Early_Adult,Very Satisfied
2326,15612193,Hsia,762,Spain,Male,29,10,115545.0,2,Yes,No,148256.43,0,Not Complained,3,PLATINUM,931,Early_Adult,Neutral
2327,15762984,McIntosh,648,Spain,Male,35,7,76486.0,2,No,No,122899.01,0,Not Complained,2,DIAMOND,878,Early_Adult,Dissatisfied
2328,15613713,Kozlova,644,France,Male,30,5,44929.0,1,Yes,Yes,10771.46,0,Not Complained,4,PLATINUM,528,Early_Adult,Satisfied
2329,15664204,Meany,706,Spain,Male,29,2,76486.0,2,Yes,Yes,18255.51,0,Not Complained,1,SILVER,868,Early_Adult,Very Dissatisfied
2330,15639415,Thompson,850,France,Male,35,3,162442.0,1,Yes,No,183566.78,0,Not Complained,3,GOLD,801,Early_Adult,Neutral
2331,15806332,Le Gallienne,484,Spain,Female,39,5,76486.0,2,Yes,Yes,175224.12,0,Not Complained,2,SILVER,740,Middle_Age,Dissatisfied
2332,15614929,Cheng,508,Germany,Male,28,0,96214.0,2,Yes,No,147913.56,0,Not Complained,2,PLATINUM,371,Early_Adult,Dissatisfied
2333,15695492,P'eng,439,France,Female,29,6,156569.0,1,Yes,No,180598.66,0,Not Complained,2,GOLD,939,Early_Adult,Dissatisfied
2334,15635972,Lloyd,484,Spain,Male,36,8,76486.0,2,Yes,No,186136.48,0,Not Complained,1,PLATINUM,512,Middle_Age,Very Dissatisfied
2335,15616380,Wheeler,803,Spain,Female,37,1,76486.0,2,No,No,7455.2,0,Not Complained,4,SILVER,663,Middle_Age,Satisfied
2336,15581440,Christie,724,Germany,Female,48,6,110463.0,2,Yes,Yes,80552.11,1,Complained,1,PLATINUM,356,Senior,Very Dissatisfied
2337,15654390,He,640,France,Male,33,7,154576.0,1,Yes,No,25722.28,1,Complained,5,GOLD,762,Early_Adult,Very Satisfied
2338,15660688,King,701,Spain,Female,35,9,76486.0,2,No,No,170996.86,0,Not Complained,3,DIAMOND,303,Early_Adult,Neutral
2339,15806307,Favors,537,France,Male,37,3,76486.0,2,Yes,Yes,20603.32,0,Not Complained,2,SILVER,847,Middle_Age,Dissatisfied
2340,15647975,Vida,651,Germany,Male,26,5,147037.0,1,No,No,141763.26,0,Not Complained,5,SILVER,637,Early_Adult,Very Satisfied
2341,15595728,Thomas,523,Germany,Male,41,0,119276.0,1,No,No,122284.38,1,Complained,3,SILVER,844,Middle_Age,Neutral
2342,15735388,Wayn,717,France,Female,25,7,108665.0,2,Yes,No,190011.85,0,Not Complained,3,PLATINUM,433,Young,Neutral
2343,15788535,Tan,593,Spain,Male,44,5,76486.0,1,Yes,No,128046.98,0,Not Complained,2,SILVER,569,Middle_Age,Dissatisfied
2344,15765902,Gibson,706,Germany,Male,38,5,163035.0,2,Yes,Yes,135662.17,0,Not Complained,3,DIAMOND,826,Middle_Age,Neutral
2345,15642345,Y?,714,Germany,Female,49,4,93059.0,1,Yes,No,7571.51,1,Complained,4,PLATINUM,381,Senior,Satisfied
2346,15641250,Calabresi,794,Spain,Male,38,9,179581.0,1,Yes,No,23596.24,0,Not Complained,4,PLATINUM,814,Middle_Age,Satisfied
2347,15706163,Enyinnaya,518,Germany,Male,46,4,113626.0,1,No,No,92727.42,1,Complained,2,SILVER,734,Senior,Dissatisfied
2348,15746708,Ritchie,589,Germany,Male,55,7,119961.0,1,Yes,No,65156.83,1,Complained,5,PLATINUM,248,Senior,Very Satisfied
2349,15775203,Chia,824,France,Male,45,3,129209.0,1,No,No,60151.77,0,Not Complained,2,DIAMOND,907,Middle_Age,Dissatisfied
2350,15787907,Wang,719,Germany,Female,42,5,137227.0,3,Yes,No,149097.38,1,Complained,5,PLATINUM,512,Middle_Age,Very Satisfied
2351,15646764,Lorenzo,617,Germany,Female,58,3,119025.0,2,Yes,No,35199.24,1,Complained,2,PLATINUM,452,Senior,Dissatisfied
2352,15678284,Pai,651,France,Male,35,7,74624.0,3,Yes,No,129451.29,1,Complained,2,SILVER,515,Early_Adult,Dissatisfied
2353,15726791,Nuttall,637,Spain,Female,45,2,157929.0,1,Yes,Yes,145134.49,1,Complained,4,DIAMOND,546,Middle_Age,Satisfied
2354,15813144,Osborne,554,France,Female,26,7,92607.0,2,Yes,No,192709.69,0,Not Complained,3,SILVER,675,Early_Adult,Neutral
2355,15669342,Ferri,731,Germany,Male,35,2,127863.0,2,Yes,No,139083.7,0,Not Complained,1,PLATINUM,561,Early_Adult,Very Dissatisfied
2356,15710366,Hamilton,569,Spain,Female,42,1,76486.0,1,Yes,Yes,83629.6,1,Complained,2,PLATINUM,748,Middle_Age,Dissatisfied
2357,15614934,McEwan,625,Germany,Female,37,4,142712.0,1,Yes,No,35625.41,0,Not Complained,2,SILVER,251,Middle_Age,Dissatisfied
2358,15588701,Lai,592,France,Female,38,4,76486.0,2,Yes,No,35338.96,0,Not Complained,4,SILVER,305,Middle_Age,Satisfied
2359,15665438,Hs?,669,France,Male,43,1,163160.0,1,No,Yes,15602.8,0,Not Complained,5,PLATINUM,952,Middle_Age,Very Satisfied
2360,15644896,Thompson,663,Germany,Male,32,3,108587.0,1,Yes,Yes,182355.21,0,Not Complained,5,PLATINUM,723,Early_Adult,Very Satisfied
2361,15670205,Boyd,518,Germany,Female,41,5,110625.0,1,Yes,No,89327.67,0,Not Complained,4,PLATINUM,911,Middle_Age,Satisfied
2362,15635776,Trevisani,686,Germany,Female,43,5,154846.0,2,Yes,Yes,151903.6,0,Not Complained,5,DIAMOND,546,Middle_Age,Very Satisfied
2363,15791053,Lucciano,709,Germany,Male,45,4,122918.0,1,Yes,Yes,11.58,1,Complained,5,GOLD,254,Middle_Age,Very Satisfied
2364,15644005,Holman,571,France,Female,33,9,76486.0,2,No,Yes,77519.62,0,Not Complained,2,PLATINUM,702,Early_Adult,Dissatisfied
2365,15796343,Bazhenov,707,France,Female,31,2,82788.0,2,No,No,91423.69,0,Not Complained,5,PLATINUM,585,Early_Adult,Very Satisfied
2366,15751057,Douglas,701,Germany,Male,32,5,102500.0,1,No,No,106287.77,0,Not Complained,5,PLATINUM,763,Early_Adult,Very Satisfied
2367,15623430,Hill,672,France,Male,34,9,76486.0,2,Yes,No,161800.77,0,Not Complained,3,GOLD,239,Early_Adult,Neutral
2368,15682600,Lo,620,Germany,Male,39,9,159493.0,1,Yes,No,80582.34,1,Complained,1,PLATINUM,637,Middle_Age,Very Dissatisfied
2369,15769312,Forbes,557,Spain,Male,48,10,76486.0,2,Yes,Yes,185094.48,0,Not Complained,5,PLATINUM,933,Senior,Very Satisfied
2370,15708212,Lin,648,Spain,Female,54,7,118241.0,1,Yes,No,172586.89,1,Complained,3,DIAMOND,884,Senior,Neutral
2371,15650258,Sinclair,479,France,Female,35,2,113090.0,1,Yes,No,195649.79,0,Not Complained,4,GOLD,889,Early_Adult,Satisfied
2372,15604345,Kemp,730,France,Female,22,9,65764.0,1,Yes,Yes,145792.01,0,Not Complained,5,SILVER,447,Young,Very Satisfied
2373,15578297,Ebelegbulam,737,Germany,Female,43,1,125537.0,1,Yes,No,138510.01,1,Complained,2,GOLD,316,Middle_Age,Dissatisfied
2374,15671789,Woods,616,France,Male,31,3,94264.0,2,Yes,No,168895.06,0,Not Complained,5,SILVER,499,Early_Adult,Very Satisfied
2375,15726186,Genovese,639,Spain,Male,29,4,133435.0,2,Yes,No,97983.44,0,Not Complained,3,PLATINUM,293,Early_Adult,Neutral
2376,15764618,Tseng,815,Spain,Female,39,6,76486.0,1,Yes,Yes,85167.88,0,Not Complained,4,DIAMOND,818,Middle_Age,Satisfied
2377,15730738,Chiang,786,Spain,Male,31,9,76486.0,2,Yes,Yes,18210.36,0,Not Complained,1,SILVER,400,Early_Adult,Very Dissatisfied
2378,15637650,Williams,549,France,Male,50,9,94749.0,2,No,Yes,13608.18,0,Not Complained,1,GOLD,291,Senior,Very Dissatisfied
2379,15606267,Wilson,622,France,Female,38,4,98641.0,1,Yes,Yes,110457.99,0,Not Complained,3,SILVER,304,Middle_Age,Neutral
2380,15625904,Wang,624,France,Male,26,9,74682.0,2,No,No,31231.35,0,Not Complained,4,PLATINUM,316,Early_Adult,Satisfied
2381,15654463,Moore,841,France,Male,34,4,76486.0,2,Yes,No,141582.66,0,Not Complained,3,DIAMOND,572,Early_Adult,Neutral
2382,15774151,Iadanza,614,Spain,Female,41,7,179916.0,1,No,No,14666.35,1,Complained,3,GOLD,451,Middle_Age,Neutral
2383,15693259,Wallace,676,France,Male,30,1,128207.0,1,Yes,Yes,55400.17,0,Not Complained,2,GOLD,523,Early_Adult,Dissatisfied
2384,15642468,Clark,697,France,Male,42,9,132739.0,2,No,No,174667.65,0,Not Complained,1,PLATINUM,222,Middle_Age,Very Dissatisfied
2385,15758531,Y?,732,France,Female,40,10,76486.0,2,Yes,No,154189.08,0,Not Complained,5,DIAMOND,938,Middle_Age,Very Satisfied
2386,15728352,Yermakov,623,France,Male,27,4,120510.0,1,No,No,142170.44,0,Not Complained,2,GOLD,408,Early_Adult,Dissatisfied
2387,15637240,Wei,541,France,Male,46,4,124547.0,2,Yes,No,94499.06,0,Not Complained,5,GOLD,690,Senior,Very Satisfied
2388,15595588,Chukwunonso,773,Spain,Female,39,4,76486.0,2,No,Yes,182081.45,0,Not Complained,2,GOLD,545,Middle_Age,Dissatisfied
2389,15778395,McIntyre,762,Germany,Male,34,4,88816.0,2,Yes,No,68562.26,1,Complained,2,SILVER,448,Early_Adult,Dissatisfied
2390,15711825,Ts'ai,655,Spain,Female,35,1,82232.0,2,Yes,No,88798.02,0,Not Complained,1,SILVER,227,Early_Adult,Very Dissatisfied
2391,15599251,Chung,602,Germany,Male,32,7,184716.0,2,Yes,No,113781.99,0,Not Complained,5,GOLD,879,Early_Adult,Very Satisfied
2392,15570004,Tsou,850,France,Male,31,3,76486.0,2,Yes,No,121866.87,0,Not Complained,1,SILVER,777,Early_Adult,Very Dissatisfied
2393,15656912,Aitken,649,Spain,Male,51,4,76486.0,1,Yes,Yes,150390.57,0,Not Complained,3,PLATINUM,782,Senior,Neutral
2394,15657342,Dawson,850,Germany,Male,28,4,147972.0,1,Yes,No,60708.72,1,Complained,2,SILVER,823,Early_Adult,Dissatisfied
2395,15716284,Ward,543,France,Male,43,9,76486.0,2,Yes,Yes,78858.07,0,Not Complained,5,SILVER,380,Middle_Age,Very Satisfied
2396,15672374,Pai,672,France,Male,52,8,170009.0,1,No,No,56407.42,1,Complained,4,SILVER,555,Senior,Satisfied
2397,15732476,Ifeanyichukwu,600,France,Female,27,3,76486.0,2,No,Yes,125698.97,0,Not Complained,3,PLATINUM,339,Early_Adult,Neutral
2398,15747724,Briggs,671,Spain,Female,34,10,76486.0,1,Yes,No,23235.38,0,Not Complained,5,SILVER,991,Early_Adult,Very Satisfied
2399,15633877,Morrison,706,Spain,Female,42,8,95387.0,1,Yes,Yes,75732.25,0,Not Complained,5,SILVER,734,Middle_Age,Very Satisfied
2400,15672516,Wall,541,Germany,Male,51,7,90373.0,2,Yes,No,179861.79,0,Not Complained,4,PLATINUM,935,Senior,Satisfied
2401,15607827,Nebechukwu,711,Germany,Male,34,4,133468.0,2,Yes,Yes,42976.64,0,Not Complained,5,DIAMOND,267,Early_Adult,Very Satisfied
2402,15751336,Yao,630,Spain,Male,30,3,76486.0,2,No,Yes,10486.69,0,Not Complained,5,PLATINUM,274,Early_Adult,Very Satisfied
2403,15646539,Liao,531,France,Male,31,3,96288.0,1,Yes,No,56794.73,0,Not Complained,4,DIAMOND,247,Early_Adult,Satisfied
2404,15756901,Ch'ang,641,France,Female,26,4,91548.0,2,No,Yes,28157.34,0,Not Complained,2,PLATINUM,712,Early_Adult,Dissatisfied
2405,15809286,Burke,631,Germany,Male,37,8,138293.0,2,No,No,152422.91,1,Complained,3,DIAMOND,647,Middle_Age,Neutral
2406,15759021,Kay,685,France,Male,35,9,76486.0,1,Yes,No,167033.83,0,Not Complained,5,PLATINUM,980,Early_Adult,Very Satisfied
2407,15725039,McIntyre,702,Spain,Male,32,8,71668.0,1,Yes,Yes,126082.18,0,Not Complained,2,GOLD,225,Early_Adult,Dissatisfied
2408,15579130,Chidiegwu,708,Germany,Female,43,0,118995.0,1,Yes,No,181499.77,1,Complained,1,PLATINUM,904,Middle_Age,Very Dissatisfied
2409,15754112,Musgrove,653,Spain,Male,55,7,76486.0,2,Yes,Yes,41967.03,0,Not Complained,2,SILVER,581,Senior,Dissatisfied
2410,15735522,Boulger,654,Germany,Male,37,2,145610.0,2,No,No,186300.59,0,Not Complained,5,SILVER,458,Middle_Age,Very Satisfied
2411,15613326,Gow,596,France,Female,33,1,138163.0,1,Yes,No,85412.54,0,Not Complained,2,DIAMOND,776,Early_Adult,Dissatisfied
2412,15739502,Amaechi,549,Germany,Female,31,9,135020.0,2,Yes,Yes,23343.18,0,Not Complained,2,DIAMOND,803,Early_Adult,Dissatisfied
2413,15670914,Robe,754,France,Male,38,2,76486.0,2,Yes,No,180698.32,0,Not Complained,3,GOLD,357,Middle_Age,Neutral
2414,15604073,Bibi,815,Germany,Female,25,8,135162.0,1,Yes,Yes,136071.05,0,Not Complained,3,DIAMOND,784,Young,Neutral
2415,15806027,Niu,556,France,Female,52,9,76486.0,1,Yes,No,175149.2,1,Complained,1,DIAMOND,570,Senior,Very Dissatisfied
